                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.49299,                  0.382,                0.98067,                0.83907,                 0.7416,                0.80617,                0.65551,                0.85936,                 0.9291,                 1.2992,             0.00038211,             0.00038211,             0.00038211
                    150,                0.51694,                0.40474,                 1.0197,                0.88412,                0.74317,                0.82208,                0.67688,                0.83107,                0.84001,                 1.3021,             0.00037504,             0.00037504,             0.00037504
                    151,                0.50197,                0.39344,                 1.0033,                0.89241,                 0.7386,                0.82219,                0.67502,                 0.8403,                 0.8437,                 1.3175,             0.00036797,             0.00036797,             0.00036797
                    152,                0.51309,                0.41857,                 1.0077,                0.92992,                0.73552,                0.82906,                0.68323,                0.81348,                0.80438,                 1.2645,             0.00036089,             0.00036089,             0.00036089
                    153,                0.49695,                0.38824,                0.98411,                0.88794,                0.75097,                0.81707,                 0.6589,                0.83314,                0.84635,                 1.2736,             0.00035382,             0.00035382,             0.00035382
                    154,                 0.5276,                0.42303,                 1.0215,                0.88549,                 0.7524,                0.81897,                0.65937,                0.84677,                0.87597,                  1.265,             0.00034675,             0.00034675,             0.00034675
                    155,                 0.4896,                0.39139,                  1.003,                0.87548,                0.76977,                0.83171,                 0.6634,                0.85654,                0.86147,                 1.2726,             0.00033967,             0.00033967,             0.00033967
                    156,                0.49879,                0.38647,                 1.0033,                0.87441,                0.78167,                0.84102,                0.66722,                0.85158,                0.89136,                 1.3005,              0.0003326,              0.0003326,              0.0003326
                    157,                0.47986,                0.39192,                0.98507,                0.87975,                0.78374,                0.83964,                0.65928,                0.86603,                 0.9018,                 1.3019,             0.00032553,             0.00032553,             0.00032553
                    158,                0.50379,                0.38045,                0.98748,                0.86173,                0.78927,                0.83908,                0.67518,                0.84044,                0.89503,                 1.2992,             0.00031845,             0.00031845,             0.00031845
                    159,                0.49458,                0.38345,                0.98397,                0.81324,                0.81589,                0.83119,                0.67935,                0.82869,                0.84546,                   1.29,             0.00031138,             0.00031138,             0.00031138
                    160,                0.49355,                0.35726,                0.98607,                0.85944,                0.77897,                0.82676,                0.68526,                0.80488,                 0.8345,                 1.2691,             0.00030431,             0.00030431,             0.00030431
                    161,                0.47875,                0.36732,                0.99418,                0.89194,                0.76231,                0.82844,                0.67532,                0.82254,                0.84269,                 1.2793,             0.00029723,             0.00029723,             0.00029723
                    162,                0.51059,                0.39371,                 1.0032,                 0.9005,                0.72865,                0.82417,                0.67665,                0.85478,                0.84882,                 1.3038,             0.00029016,             0.00029016,             0.00029016
                    163,                 0.5013,                0.40025,                0.99406,                0.84826,                0.74858,                0.82124,                0.68167,                0.84705,                0.86939,                 1.2946,             0.00028308,             0.00028308,             0.00028308
                    164,                 0.5141,                0.38764,                 1.0109,                0.85743,                 0.7327,                 0.8151,                0.68228,                0.79815,                0.85933,                 1.2455,             0.00027601,             0.00027601,             0.00027601
                    165,                0.43824,                0.36242,                0.97075,                 0.8628,                0.72913,                 0.8142,                0.67811,                0.82831,                0.89041,                 1.2671,             0.00026894,             0.00026894,             0.00026894
                    166,                0.46536,                0.36404,                 0.9796,                0.88097,                0.73205,                0.80739,                0.67936,                0.81854,                0.89372,                  1.256,             0.00026186,             0.00026186,             0.00026186
                    167,                0.50584,                0.39358,                0.99669,                0.89778,                 0.7468,                0.80549,                0.66798,                 0.8204,                0.89498,                  1.255,             0.00025479,             0.00025479,             0.00025479
                    168,                0.46596,                0.35862,                0.97804,                0.85619,                0.75514,                0.79941,                0.66671,                0.84472,                0.93197,                 1.2773,             0.00024772,             0.00024772,             0.00024772
                    169,                0.44526,                0.36064,                0.98292,                0.80868,                0.76449,                0.79928,                0.66339,                0.85167,                0.98105,                 1.2959,             0.00024064,             0.00024064,             0.00024064
                    170,                  0.463,                0.36037,                 0.9741,                0.85135,                0.77016,                0.81356,                0.66304,                0.87355,                0.92281,                 1.3122,             0.00023357,             0.00023357,             0.00023357
