                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.0082,                 1.0044,                 1.3267,                0.84822,                 0.7636,                0.81952,                0.64021,                0.97308,                0.92528,                 1.3941,              0.0012663,              0.0012663,              0.0012663
                     26,                 1.0197,                 1.0294,                 1.3235,                0.80838,                0.80037,                0.86682,                0.65616,                 1.0093,                 1.0082,                 1.4387,              0.0012592,              0.0012592,              0.0012592
                     27,                0.99969,                0.99547,                 1.3033,                0.80283,                0.72102,                0.81601,                 0.6045,                 1.0336,                 1.1509,                 1.4412,              0.0012522,              0.0012522,              0.0012522
                     28,                 1.0066,                0.99739,                 1.3038,                 0.8109,                0.77138,                0.82822,                0.61329,                 1.0522,                 1.0049,                 1.4622,              0.0012451,              0.0012451,              0.0012451
                     29,                 0.9982,                0.99752,                 1.2952,                0.87738,                0.77297,                0.84736,                0.65181,                0.97549,                 1.0128,                 1.4692,               0.001238,               0.001238,               0.001238
                     30,                0.97579,                0.96147,                 1.2933,                 0.8824,                0.74738,                0.82525,                 0.6377,                 1.0031,                0.96005,                 1.4637,              0.0012309,              0.0012309,              0.0012309
                     31,                0.95211,                 0.9146,                 1.2737,                0.81153,                0.74516,                0.84009,                 0.6466,                0.99204,                0.95182,                 1.4211,              0.0012239,              0.0012239,              0.0012239
                     32,                0.94731,                 0.9399,                 1.2672,                0.87036,                0.79221,                0.85627,                0.67884,                0.93142,                0.89472,                 1.3254,              0.0012168,              0.0012168,              0.0012168
                     33,                0.96116,                0.95834,                 1.2785,                 0.8174,                0.68182,                0.79081,                0.60222,                 1.1157,                 1.1573,                 1.5192,              0.0012097,              0.0012097,              0.0012097
                     34,                0.97423,                 0.9038,                 1.2778,                0.84832,                0.72136,                0.82136,                0.64673,                0.94473,                 0.9368,                 1.3697,              0.0012026,              0.0012026,              0.0012026
                     35,                0.92589,                0.88599,                 1.2599,                0.87513,                0.77696,                0.86198,                0.68768,                0.89883,                0.89556,                 1.3375,              0.0011956,              0.0011956,              0.0011956
                     36,                0.94626,                0.87992,                 1.2549,                0.87104,                0.71736,                0.84099,                0.67292,                0.90276,                0.93112,                 1.3096,              0.0011885,              0.0011885,              0.0011885
                     37,                0.91882,                0.85328,                 1.2485,                0.80375,                0.77427,                0.84238,                0.65973,                0.93798,                0.97958,                 1.3917,              0.0011814,              0.0011814,              0.0011814
                     38,                0.91138,                0.85498,                 1.2432,                0.81466,                0.69782,                0.83195,                 0.6285,                 1.0446,                  1.022,                 1.4821,              0.0011744,              0.0011744,              0.0011744
                     39,                0.94493,                0.87644,                  1.253,                0.80289,                0.83271,                0.86274,                0.69133,                0.88646,                0.90423,                 1.3073,              0.0011673,              0.0011673,              0.0011673
                     40,                0.89024,                0.83584,                 1.2164,                0.85207,                0.78471,                 0.8677,                0.66797,                0.91316,                0.93182,                 1.3252,              0.0011602,              0.0011602,              0.0011602
                     41,                 0.8867,                0.83618,                 1.2313,                 0.8819,                0.78696,                0.84814,                0.66151,                0.94543,                 1.0025,                 1.3414,              0.0011531,              0.0011531,              0.0011531
                     42,                0.89548,                0.84326,                 1.2379,                0.84491,                0.77419,                 0.8472,                0.66856,                0.94004,                0.87666,                 1.3377,              0.0011461,              0.0011461,              0.0011461
                     43,                0.89477,                0.84894,                 1.2216,                0.86284,                0.76633,                0.85678,                0.67452,                0.89182,                0.92651,                 1.3122,               0.001139,               0.001139,               0.001139
                     44,                0.88265,                0.81541,                 1.2233,                 0.8648,                0.80335,                0.86115,                0.66701,                 0.8818,                 0.8491,                 1.3079,              0.0011319,              0.0011319,              0.0011319
                     45,                 0.8766,                0.78706,                 1.2124,                0.88956,                0.79962,                0.87153,                0.69295,                 0.9208,                0.93817,                 1.3064,              0.0011248,              0.0011248,              0.0011248
                     46,                0.87394,                0.78699,                 1.2078,                0.90002,                0.73103,                0.85326,                0.67017,                0.93238,                0.93888,                 1.3091,              0.0011178,              0.0011178,              0.0011178
                     47,                0.84296,                0.78115,                 1.2041,                0.89661,                0.73572,                0.83042,                0.66744,                0.91616,                0.93669,                 1.2866,              0.0011107,              0.0011107,              0.0011107
                     48,                0.90439,                0.81335,                 1.2318,                0.92118,                0.77377,                0.87235,                0.68838,                0.88629,                0.87182,                 1.2475,              0.0011036,              0.0011036,              0.0011036
                     49,                0.86808,                0.79494,                  1.209,                0.87234,                0.79085,                0.86717,                0.70219,                0.89166,                0.85434,                 1.2997,              0.0010965,              0.0010965,              0.0010965
                     50,                0.83607,                0.76357,                 1.1993,                0.86675,                0.80382,                0.84703,                0.65647,                0.90155,                0.86645,                 1.3315,              0.0010895,              0.0010895,              0.0010895
                     51,                0.87644,                0.79335,                 1.2177,                0.86813,                0.81577,                0.89216,                0.71218,                 0.8481,                0.86903,                  1.241,              0.0010824,              0.0010824,              0.0010824
                     52,                0.85048,                0.76265,                 1.1907,                 0.7977,                0.82517,                0.86796,                0.68907,                 0.9276,                0.86629,                 1.3444,              0.0010753,              0.0010753,              0.0010753
                     53,                0.87221,                0.77864,                  1.222,                0.83025,                 0.8063,                0.85175,                0.70205,                0.82549,                0.80016,                 1.2429,              0.0010682,              0.0010682,              0.0010682
                     54,                0.83237,                0.74816,                 1.1889,                0.85119,                0.81845,                0.88684,                0.69002,                0.94936,                0.78082,                 1.3466,              0.0010612,              0.0010612,              0.0010612
                     55,                0.83742,                0.74818,                 1.1843,                0.87241,                0.81324,                0.88625,                0.67393,                 0.8934,                0.70324,                 1.2971,              0.0010541,              0.0010541,              0.0010541
                     56,                0.83218,                0.71228,                 1.1797,                0.87049,                0.80461,                0.86656,                0.69297,                0.86356,                0.80308,                 1.2564,               0.001047,               0.001047,               0.001047
                     57,                0.83178,                0.73082,                 1.1764,                0.85581,                0.85297,                0.89757,                 0.7266,                0.82686,                0.70389,                 1.2257,                0.00104,                0.00104,                0.00104
                     58,                0.85856,                0.73929,                 1.1981,                0.88944,                0.80882,                0.87478,                0.69229,                0.85226,                0.79392,                 1.2622,              0.0010329,              0.0010329,              0.0010329
                     59,                0.82063,                  0.723,                 1.1754,                0.83402,                0.87544,                0.90202,                0.71234,                 0.8523,                0.69754,                 1.2363,              0.0010258,              0.0010258,              0.0010258
                     60,                0.85886,                0.74247,                 1.1957,                0.88532,                0.81029,                 0.8702,                0.67673,                0.89252,                0.79284,                 1.3306,              0.0010187,              0.0010187,              0.0010187
                     61,                 0.8336,                0.72582,                 1.1851,                0.90121,                0.76436,                0.86549,                0.68856,                0.92508,                0.79743,                 1.3561,              0.0010117,              0.0010117,              0.0010117
                     62,                0.79904,                0.70249,                  1.168,                0.90583,                0.80396,                0.87931,                0.70322,                0.86046,                0.75128,                  1.253,              0.0010046,              0.0010046,              0.0010046
                     63,                0.80485,                0.70305,                 1.1708,                0.86195,                0.81504,                 0.8846,                0.68309,                0.91338,                0.83331,                  1.355,             0.00099751,             0.00099751,             0.00099751
                     64,                 0.7982,                0.67668,                 1.1668,                0.85333,                0.79942,                0.86378,                0.69084,                0.90053,                0.83058,                 1.3025,             0.00099044,             0.00099044,             0.00099044
                     65,                0.80856,                0.70073,                 1.1751,                0.88287,                0.77021,                 0.8453,                0.68734,                0.89947,                0.89597,                 1.3388,             0.00098337,             0.00098337,             0.00098337
                     66,                0.81798,                0.70403,                 1.1595,                0.87681,                0.80925,                0.87276,                0.71134,                 0.8192,                0.79895,                 1.2267,             0.00097629,             0.00097629,             0.00097629
                     67,                 0.7985,                0.68778,                 1.1689,                0.89156,                0.81369,                0.88333,                0.70851,                0.77072,                0.71249,                 1.1834,             0.00096922,             0.00096922,             0.00096922
                     68,                0.79893,                0.68634,                 1.1606,                0.84685,                0.80727,                0.87545,                0.71131,                0.83933,                0.74062,                 1.2579,             0.00096215,             0.00096215,             0.00096215
                     69,                0.80315,                0.68998,                 1.1659,                 0.8683,                0.78271,                0.85728,                0.68074,                0.87613,                0.87159,                 1.2878,             0.00095507,             0.00095507,             0.00095507
                     70,                0.80645,                0.69497,                 1.1721,                0.87702,                0.79475,                0.89612,                0.69899,                0.85561,                0.77523,                 1.2756,               0.000948,               0.000948,               0.000948
                     71,                0.78464,                 0.6765,                 1.1484,                0.79807,                0.86692,                0.89288,                0.71902,                0.84433,                0.77434,                 1.2261,             0.00094093,             0.00094093,             0.00094093
                     72,                0.79228,                0.67604,                 1.1582,                0.85323,                0.81376,                0.88285,                0.70372,                 0.9071,                0.76185,                 1.3377,             0.00093385,             0.00093385,             0.00093385
                     73,                0.79923,                0.66699,                 1.1625,                0.83863,                0.83089,                 0.8735,                0.71006,                0.84401,                0.81087,                 1.2078,             0.00092678,             0.00092678,             0.00092678
                     74,                0.78877,                0.65595,                 1.1457,                0.85293,                0.81955,                0.88774,                0.71794,                0.78623,                0.72457,                 1.1968,              0.0009197,              0.0009197,              0.0009197
                     75,                0.76619,                0.66048,                 1.1425,                0.84476,                0.79205,                 0.8611,                0.69653,                 0.8506,                0.79364,                 1.2729,             0.00091263,             0.00091263,             0.00091263
                     76,                0.76869,                0.64409,                 1.1439,                0.87117,                0.78688,                0.88172,                0.70405,                0.83017,                0.76397,                 1.2239,             0.00090556,             0.00090556,             0.00090556
                     77,                 0.7722,                0.63147,                  1.144,                0.86988,                0.82306,                0.89417,                0.71677,                0.83161,                0.76498,                 1.2425,             0.00089848,             0.00089848,             0.00089848
                     78,                0.78408,                0.65849,                 1.1443,                0.86229,                0.81482,                0.88395,                0.68924,                0.86593,                0.76326,                 1.2912,             0.00089141,             0.00089141,             0.00089141
                     79,                0.80403,                0.67746,                 1.1616,                0.81055,                0.86081,                0.88509,                0.72489,                0.83074,                0.75233,                 1.2446,             0.00088434,             0.00088434,             0.00088434
                     80,                0.76811,                0.64776,                 1.1361,                0.90388,                0.82535,                0.90396,                0.73073,                0.82102,                0.77929,                 1.2239,             0.00087726,             0.00087726,             0.00087726
                     81,                0.77296,                0.64541,                 1.1414,                0.90977,                0.84044,                 0.8903,                0.71159,                0.85452,                0.76592,                 1.2741,             0.00087019,             0.00087019,             0.00087019
                     82,                0.75586,                0.64312,                 1.1323,                0.88837,                0.90243,                0.91291,                0.72133,                0.84252,                0.74778,                 1.2333,             0.00086312,             0.00086312,             0.00086312
                     83,                0.77908,                0.63944,                 1.1473,                0.92657,                0.78213,                0.89653,                0.71674,                0.83094,                0.81692,                 1.2486,             0.00085604,             0.00085604,             0.00085604
                     84,                0.72661,                0.60188,                 1.1156,                 0.8434,                0.87432,                0.89784,                0.69457,                0.89129,                0.76795,                 1.3336,             0.00084897,             0.00084897,             0.00084897
                     85,                0.76225,                0.63174,                 1.1323,                0.91039,                0.81662,                 0.8817,                0.71288,                0.86879,                0.75478,                  1.269,              0.0008419,              0.0008419,              0.0008419
                     86,                0.74554,                0.62343,                 1.1408,                 0.8543,                0.84635,                 0.8852,                0.72723,                0.79976,                0.71393,                 1.2196,             0.00083482,             0.00083482,             0.00083482
                     87,                0.74967,                 0.6257,                 1.1353,                0.87312,                0.82796,                0.88769,                0.72318,                0.84493,                0.70744,                 1.2626,             0.00082775,             0.00082775,             0.00082775
                     88,                0.76312,                0.62531,                 1.1397,                0.92789,                0.77775,                0.86437,                0.69192,                0.87217,                0.76604,                 1.2831,             0.00082067,             0.00082067,             0.00082067
                     89,                0.72988,                0.58807,                 1.1394,                0.86682,                0.82758,                0.89848,                0.70329,                0.89126,                0.73912,                 1.2874,              0.0008136,              0.0008136,              0.0008136
                     90,                 0.7324,                 0.6178,                 1.1191,                0.92623,                0.81172,                 0.8758,                  0.706,                0.88882,                0.69067,                 1.3027,             0.00080653,             0.00080653,             0.00080653
                     91,                0.75667,                0.61543,                 1.1475,                0.90243,                0.78256,                0.86243,                0.69167,                0.91758,                0.74229,                 1.3168,             0.00079945,             0.00079945,             0.00079945
                     92,                0.71218,                0.58966,                  1.113,                 0.8122,                0.84234,                0.87908,                0.69137,                0.94391,                0.76593,                 1.3297,             0.00079238,             0.00079238,             0.00079238
                     93,                0.74291,                0.59779,                 1.1196,                0.87175,                0.82484,                0.88395,                0.69479,                0.89626,                0.72866,                 1.2872,             0.00078531,             0.00078531,             0.00078531
                     94,                0.72735,                0.58192,                 1.1239,                0.85432,                0.82044,                0.86794,                 0.7085,                0.84036,                0.76112,                 1.2216,             0.00077823,             0.00077823,             0.00077823
                     95,                0.75165,                0.60381,                 1.1171,                0.87395,                0.84318,                0.88519,                0.72208,                0.82599,                0.73233,                 1.1973,             0.00077116,             0.00077116,             0.00077116
                     96,                0.72469,                0.57703,                 1.1172,                0.90946,                0.81651,                0.89867,                0.73144,                0.85049,                0.70123,                 1.2126,             0.00076409,             0.00076409,             0.00076409
                     97,                0.71603,                0.57379,                 1.1018,                0.91889,                0.84862,                0.90341,                0.70268,                0.85692,                0.70361,                 1.2346,             0.00075701,             0.00075701,             0.00075701
                     98,                0.73582,                0.58904,                  1.116,                0.87778,                0.79114,                0.86032,                0.70955,                0.84466,                0.77691,                 1.2389,             0.00074994,             0.00074994,             0.00074994
                     99,                 0.7108,                0.57682,                 1.1085,                0.86008,                0.82463,                0.86745,                0.71616,                 0.8062,                0.72263,                 1.2151,             0.00074287,             0.00074287,             0.00074287
                    100,                0.70896,                0.58595,                 1.1174,                0.86569,                0.80281,                0.84458,                0.68309,                0.85031,                0.73276,                 1.2818,             0.00073579,             0.00073579,             0.00073579
                    101,                0.69813,                0.55603,                 1.1054,                0.86206,                0.84102,                0.85705,                0.70085,                0.85763,                0.74753,                 1.2376,             0.00072872,             0.00072872,             0.00072872
                    102,                0.72061,                0.58994,                 1.1065,                0.88768,                0.81114,                 0.8816,                0.71329,                0.87152,                0.68692,                 1.2695,             0.00072164,             0.00072164,             0.00072164
                    103,                0.72086,                0.59499,                 1.1099,                0.87957,                 0.7997,                0.87006,                0.70233,                0.93785,                0.74372,                 1.3172,             0.00071457,             0.00071457,             0.00071457
                    104,                0.71361,                0.57437,                 1.1028,                0.84586,                0.82905,                0.85542,                0.69864,                0.91851,                0.75989,                 1.3246,              0.0007075,              0.0007075,              0.0007075
                    105,                 0.7122,                 0.5736,                 1.1018,                0.90053,                0.79137,                0.86576,                0.72105,                 0.8482,                0.69321,                 1.2663,             0.00070042,             0.00070042,             0.00070042
                    106,                 0.6991,                0.55819,                 1.1028,                0.89142,                0.82364,                0.88342,                0.72947,                0.80991,                0.66363,                 1.2052,             0.00069335,             0.00069335,             0.00069335
                    107,                0.67716,                0.53633,                  1.089,                0.84769,                0.78908,                0.83942,                0.67549,                 0.9316,                 0.7834,                 1.3561,             0.00068628,             0.00068628,             0.00068628
                    108,                0.69673,                0.56451,                 1.0993,                0.85971,                0.80635,                0.84528,                0.66676,                0.97922,                0.82511,                 1.3907,              0.0006792,              0.0006792,              0.0006792
                    109,                 0.7183,                 0.5655,                 1.1026,                0.90435,                0.82936,                 0.8729,                0.69964,                0.89523,                0.68857,                 1.3303,             0.00067213,             0.00067213,             0.00067213
                    110,                0.67165,                0.53974,                 1.0939,                0.90484,                0.83323,                0.88728,                0.72347,                0.87529,                0.67067,                 1.2903,             0.00066506,             0.00066506,             0.00066506
                    111,                0.69477,                0.53944,                 1.0944,                 0.8761,                  0.833,                 0.8795,                0.70225,                0.90873,                0.70595,                 1.3139,             0.00065798,             0.00065798,             0.00065798
                    112,                0.70439,                0.55368,                 1.0955,                0.88769,                0.80085,                0.86716,                0.70277,                0.88078,                0.74752,                  1.293,             0.00065091,             0.00065091,             0.00065091
                    113,                0.67157,                0.54702,                 1.0852,                0.82639,                0.83542,                0.86927,                0.70951,                0.87131,                0.72669,                 1.2696,             0.00064384,             0.00064384,             0.00064384
                    114,                0.68757,                0.52827,                 1.0967,                0.90551,                0.81963,                0.86535,                0.70415,                0.86807,                  0.729,                 1.2999,             0.00063676,             0.00063676,             0.00063676
                    115,                0.69311,                0.54197,                 1.0935,                0.87651,                0.81624,                0.85608,                0.68153,                0.91385,                0.70191,                 1.3454,             0.00062969,             0.00062969,             0.00062969
                    116,                0.68061,                0.53163,                 1.0773,                0.84243,                0.82758,                0.85499,                0.68358,                0.89983,                0.69719,                 1.3098,             0.00062262,             0.00062262,             0.00062262
                    117,                0.66928,                0.52525,                 1.0722,                0.87361,                0.78943,                0.85207,                0.68877,                0.93859,                0.71916,                 1.3457,             0.00061554,             0.00061554,             0.00061554
                    118,                0.68931,                0.53873,                 1.0934,                0.83648,                0.84267,                0.85933,                 0.7044,                0.85589,                 0.7132,                 1.2625,             0.00060847,             0.00060847,             0.00060847
                    119,                0.66161,                0.51363,                 1.0768,                0.84451,                0.80756,                0.87528,                0.70454,                0.80611,                0.70479,                  1.217,             0.00060139,             0.00060139,             0.00060139
                    120,                0.66276,                 0.5089,                 1.0665,                0.85828,                0.80223,                0.86226,                  0.714,                0.83238,                0.74189,                  1.244,             0.00059432,             0.00059432,             0.00059432
                    121,                0.68061,                0.52952,                 1.0919,                0.89595,                0.80814,                0.86733,                0.71647,                0.85287,                 0.6802,                 1.2789,             0.00058725,             0.00058725,             0.00058725
                    122,                0.66862,                0.51961,                 1.0774,                 0.8444,                0.82442,                0.87312,                0.70932,                0.81534,                0.74854,                 1.2451,             0.00058017,             0.00058017,             0.00058017
                    123,                0.66511,                0.52918,                 1.0777,                0.86113,                0.80254,                0.87268,                0.73149,                0.84372,                0.74054,                 1.2601,              0.0005731,              0.0005731,              0.0005731
                    124,                0.66154,                  0.533,                 1.0832,                0.86468,                 0.8113,                0.85975,                0.71944,                0.84549,                0.79581,                 1.2433,             0.00056603,             0.00056603,             0.00056603
                    125,                0.65306,                0.52915,                 1.0806,                0.86361,                0.83182,                0.85346,                0.69732,                0.85548,                0.67056,                 1.2712,             0.00055895,             0.00055895,             0.00055895
                    126,                 0.6585,                0.53607,                 1.0713,                0.86432,                0.81765,                0.84462,                0.69472,                  0.848,                0.73735,                  1.279,             0.00055188,             0.00055188,             0.00055188
                    127,                0.65165,                  0.506,                 1.0696,                0.89221,                0.81013,                0.86083,                0.70935,                0.86287,                0.74183,                 1.2442,             0.00054481,             0.00054481,             0.00054481
                    128,                0.65867,                0.51094,                 1.0787,                 0.8303,                0.85211,                0.87356,                 0.7127,                0.85456,                0.71334,                 1.2468,             0.00053773,             0.00053773,             0.00053773
                    129,                0.63737,                 0.5106,                 1.0749,                0.88134,                0.84292,                0.88739,                0.72187,                 0.8656,                0.64234,                 1.2744,             0.00053066,             0.00053066,             0.00053066
                    130,                0.62941,                0.49135,                   1.06,                0.88645,                0.80549,                0.85684,                0.71173,                0.82071,                0.70017,                  1.224,             0.00052359,             0.00052359,             0.00052359
                    131,                0.62346,                0.50421,                 1.0595,                0.86284,                0.82426,                0.86366,                 0.7053,                0.84462,                0.68909,                 1.2622,             0.00051651,             0.00051651,             0.00051651
                    132,                0.64693,                0.50169,                 1.0715,                0.85254,                0.84117,                0.86899,                0.71039,                0.87086,                0.72692,                 1.2909,             0.00050944,             0.00050944,             0.00050944
                    133,                0.64198,                0.50535,                 1.0776,                0.86819,                0.82781,                0.86716,                0.71029,                0.85079,                0.69429,                 1.2496,             0.00050236,             0.00050236,             0.00050236
                    134,                0.65018,                0.51349,                 1.0719,                 0.8896,                0.79731,                0.87302,                0.70199,                0.86206,                0.73008,                 1.3026,             0.00049529,             0.00049529,             0.00049529
                    135,                 0.6272,                0.48697,                   1.06,                0.88355,                0.84125,                0.88686,                0.71083,                0.85992,                0.69745,                 1.2808,             0.00048822,             0.00048822,             0.00048822
                    136,                0.62446,                0.47665,                 1.0491,                0.90417,                0.81364,                0.86284,                0.70617,                0.85145,                0.69667,                 1.2386,             0.00048114,             0.00048114,             0.00048114
                    137,                 0.6277,                0.47927,                 1.0583,                0.90863,                0.80077,                 0.8736,                0.71809,                 0.8698,                0.72637,                 1.2663,             0.00047407,             0.00047407,             0.00047407
                    138,                0.63171,                0.48232,                 1.0581,                0.84749,                0.78646,                0.84733,                0.68356,                0.90607,                0.74574,                 1.3268,               0.000467,               0.000467,               0.000467
                    139,                 0.6055,                0.47749,                 1.0526,                0.83123,                0.81948,                 0.8498,                0.70347,                0.85437,                0.68512,                 1.2873,             0.00045992,             0.00045992,             0.00045992
                    140,                0.63866,                0.49119,                 1.0685,                0.92134,                0.78397,                0.86856,                0.70852,                0.87473,                0.75245,                 1.2824,             0.00045285,             0.00045285,             0.00045285
                    141,                0.63848,                0.48025,                 1.0492,                0.92982,                0.80048,                0.88119,                0.72574,                0.85731,                0.66482,                 1.2729,             0.00044578,             0.00044578,             0.00044578
                    142,                0.62249,                 0.4717,                  1.049,                0.93797,                0.82729,                0.90102,                0.72786,                0.83811,                0.63504,                 1.2485,              0.0004387,              0.0004387,              0.0004387
                    143,                0.60824,                0.47155,                 1.0432,                0.89182,                0.85212,                0.89722,                0.72405,                0.85864,                0.66275,                 1.2449,             0.00043163,             0.00043163,             0.00043163
                    144,                0.60851,                0.46221,                  1.044,                0.88067,                0.83835,                0.88143,                0.71392,                0.83896,                0.69681,                 1.2351,             0.00042456,             0.00042456,             0.00042456
                    145,                0.62693,                 0.4753,                 1.0459,                0.82532,                0.84854,                 0.8809,                0.71019,                0.86441,                0.66942,                 1.2456,             0.00041748,             0.00041748,             0.00041748
                    146,                0.61695,                0.47784,                 1.0449,                0.90391,                0.82364,                0.88786,                0.71768,                0.87113,                0.67907,                 1.2663,             0.00041041,             0.00041041,             0.00041041
