                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                0.83349,                0.69299,                 1.1624,                 0.7986,                 0.7438,                 0.8009,                0.63135,                 1.0065,                  0.997,                 1.3927,              0.0010329,              0.0010329,              0.0010329
                     58,                0.84976,                0.70501,                 1.1885,                0.84317,                  0.686,                0.78883,                0.59953,                 1.0089,                 1.1053,                 1.3558,              0.0010258,              0.0010258,              0.0010258
                     59,                0.81972,                0.67797,                 1.1583,                0.77825,                0.75625,                0.80544,                0.63736,                0.98857,                 1.0264,                  1.351,              0.0010187,              0.0010187,              0.0010187
                     60,                0.82782,                 0.7534,                 1.1797,                0.82296,                0.78688,                0.82914,                 0.6619,                0.96896,                0.91901,                 1.3198,              0.0010117,              0.0010117,              0.0010117
                     61,                0.81565,                0.70558,                 1.1576,                0.81865,                0.80254,                0.84872,                0.66264,                 0.9745,                0.91081,                 1.3134,              0.0010046,              0.0010046,              0.0010046
                     62,                  0.807,                 0.6826,                  1.175,                0.87997,                0.73004,                0.82005,                0.66791,                 0.9145,                0.95414,                 1.2775,             0.00099751,             0.00099751,             0.00099751
                     63,                0.81716,                0.67378,                  1.169,                0.89105,                0.71174,                0.82621,                0.66286,                0.93029,                0.94884,                 1.3007,             0.00099044,             0.00099044,             0.00099044
                     64,                0.81034,                0.68505,                 1.1807,                0.80165,                0.73557,                0.81979,                0.66247,                0.89651,                0.93299,                 1.2704,             0.00098337,             0.00098337,             0.00098337
                     65,                0.82705,                0.69373,                 1.1725,                0.89914,                0.74283,                 0.8606,                0.67068,                0.92349,                0.92073,                  1.319,             0.00097629,             0.00097629,             0.00097629
                     66,                0.79135,                0.68072,                 1.1524,                0.83584,                0.79962,                 0.8459,                0.66591,                0.88582,                0.98892,                 1.2997,             0.00096922,             0.00096922,             0.00096922
                     67,                0.77381,                 0.6298,                 1.1498,                0.79353,                0.79341,                0.84923,                0.65379,                0.99936,                0.96055,                 1.3714,             0.00096215,             0.00096215,             0.00096215
                     68,                 0.7652,                0.60349,                 1.1407,                0.78352,                0.79612,                0.82785,                0.65426,                0.93736,                0.93543,                 1.3066,             0.00095507,             0.00095507,             0.00095507
                     69,                0.78572,                 0.6764,                  1.155,                0.76411,                0.76277,                 0.7802,                0.61773,                 0.9226,                 1.0692,                 1.3341,               0.000948,               0.000948,               0.000948
                     70,                 0.7869,                0.66331,                 1.1477,                0.89621,                0.74929,                0.83906,                0.65717,                0.93732,                 0.9227,                 1.3174,             0.00094093,             0.00094093,             0.00094093
                     71,                0.78497,                0.64438,                 1.1571,                0.84566,                0.75958,                0.82702,                0.65043,                0.94046,                 1.0196,                  1.335,             0.00093385,             0.00093385,             0.00093385
                     72,                0.77734,                 0.6259,                 1.1762,                0.78112,                0.75707,                 0.7973,                0.63854,                0.95052,                 1.1121,                 1.3539,             0.00092678,             0.00092678,             0.00092678
                     73,                0.74639,                0.59186,                 1.1207,                 0.8046,                0.78379,                0.82906,                0.66745,                0.92134,                0.88039,                 1.3136,              0.0009197,              0.0009197,              0.0009197
                     74,                0.81164,                0.66223,                  1.167,                0.84303,                0.78029,                 0.8325,                0.65284,                0.95312,                0.87626,                 1.3432,             0.00091263,             0.00091263,             0.00091263
                     75,                0.73897,                0.60552,                 1.1265,                 0.7864,                0.75258,                0.82829,                0.64003,                0.92825,                 1.0082,                 1.3437,             0.00090556,             0.00090556,             0.00090556
                     76,                0.76119,                0.63246,                 1.1377,                0.83514,                0.78686,                0.85741,                0.65372,                0.99223,                0.97148,                 1.4069,             0.00089848,             0.00089848,             0.00089848
                     77,                0.75207,                0.60267,                 1.1286,                0.83847,                0.78388,                0.84443,                0.66339,                0.90959,                0.92596,                  1.315,             0.00089141,             0.00089141,             0.00089141
                     78,                0.77321,                0.60675,                 1.1165,                0.80678,                0.80321,                0.84684,                0.65917,                0.97666,                0.96026,                 1.3484,             0.00088434,             0.00088434,             0.00088434
                     79,                0.78828,                0.61108,                 1.1424,                0.88914,                0.72159,                0.83046,                0.62579,                 1.0058,                 1.0056,                 1.4206,             0.00087726,             0.00087726,             0.00087726
                     80,                0.77944,                0.62003,                 1.1609,                0.84328,                0.75229,                0.84306,                0.65944,                0.99298,                0.94362,                 1.4149,             0.00087019,             0.00087019,             0.00087019
                     81,                0.77802,                0.62066,                  1.132,                0.90288,                0.73803,                 0.8385,                0.66026,                0.95912,                0.93322,                 1.3831,             0.00086312,             0.00086312,             0.00086312
                     82,                0.73301,                0.58107,                 1.1142,                0.82367,                 0.7787,                0.83719,                 0.6637,                0.92775,                 0.8922,                 1.3392,             0.00085604,             0.00085604,             0.00085604
                     83,                0.74417,                0.60184,                 1.1351,                0.86009,                  0.794,                 0.8498,                0.65945,                0.96213,                0.92581,                 1.3908,             0.00084897,             0.00084897,             0.00084897
                     84,                0.75752,                0.59725,                 1.1237,                0.80788,                0.80428,                0.86991,                0.65518,                0.96765,                0.92911,                 1.3539,              0.0008419,              0.0008419,              0.0008419
                     85,                0.76619,                0.63157,                  1.139,                0.90646,                0.75973,                0.82546,                0.62937,                 1.0156,                 1.0832,                  1.389,             0.00083482,             0.00083482,             0.00083482
                     86,                0.76321,                 0.5871,                  1.145,                0.84802,                0.77188,                 0.8429,                0.66376,                0.90117,                0.90135,                  1.306,             0.00082775,             0.00082775,             0.00082775
                     87,                0.73974,                0.57754,                 1.1228,                0.81053,                 0.7763,                0.83036,                0.62286,                 1.0413,                0.98838,                 1.3988,             0.00082067,             0.00082067,             0.00082067
                     88,                0.72926,                0.59326,                 1.1117,                0.88261,                0.77017,                 0.8412,                0.67863,                 0.9565,                0.88623,                  1.353,              0.0008136,              0.0008136,              0.0008136
                     89,                0.71302,                0.56853,                  1.108,                0.92013,                0.71931,                0.84275,                0.67098,                0.96176,                0.89149,                 1.3673,             0.00080653,             0.00080653,             0.00080653
                     90,                0.75833,                0.58458,                 1.1465,                0.85751,                0.71062,                0.80587,                0.63212,                0.98477,                0.95121,                 1.4067,             0.00079945,             0.00079945,             0.00079945
                     91,                0.75084,                0.60764,                 1.1413,                 0.8758,                0.75958,                0.83093,                0.64821,                0.94485,                0.87761,                 1.3972,             0.00079238,             0.00079238,             0.00079238
                     92,                0.72797,                0.56834,                 1.0951,                0.84423,                0.74649,                0.81738,                0.64761,                 1.0072,                0.96491,                 1.5068,             0.00078531,             0.00078531,             0.00078531
                     93,                0.73229,                0.58307,                 1.1204,                0.86602,                0.75831,                0.80143,                0.64723,                0.95142,                0.92007,                 1.3733,             0.00077823,             0.00077823,             0.00077823
                     94,                0.71115,                0.58051,                 1.1021,                 0.8509,                0.78454,                 0.8307,                0.67463,                0.93474,                0.81877,                  1.361,             0.00077116,             0.00077116,             0.00077116
                     95,                0.75454,                0.58725,                 1.1123,                0.93384,                0.73847,                0.85622,                 0.6745,                0.97895,                0.82218,                 1.3734,             0.00076409,             0.00076409,             0.00076409
                     96,                0.75223,                0.59804,                 1.1472,                0.88535,                0.77846,                0.85891,                0.66256,                 0.9677,                0.83648,                  1.358,             0.00075701,             0.00075701,             0.00075701
                     97,                0.70257,                0.56104,                 1.1059,                0.88831,                0.77597,                0.85192,                 0.6821,                0.89133,                0.79862,                 1.2939,             0.00074994,             0.00074994,             0.00074994
                     98,                0.70314,                0.55284,                 1.1289,                0.82496,                0.77429,                0.83337,                0.66175,                0.94333,                0.83452,                 1.3413,             0.00074287,             0.00074287,             0.00074287
                     99,                0.67654,                0.53338,                 1.0826,                0.86685,                0.75872,                0.84486,                 0.6787,                0.91069,                0.81799,                 1.3285,             0.00073579,             0.00073579,             0.00073579
                    100,                0.67124,                0.52277,                 1.0851,                0.88904,                0.77861,                0.86561,                0.70283,                0.90822,                0.80508,                 1.2976,             0.00072872,             0.00072872,             0.00072872
                    101,                0.70937,                0.53796,                 1.0881,                0.78107,                 0.8239,                0.84442,                0.68114,                0.93946,                 0.8431,                 1.3637,             0.00072164,             0.00072164,             0.00072164
                    102,                0.72261,                0.55583,                 1.1048,                0.84751,                0.77697,                0.85658,                0.66972,                0.94607,                0.80909,                 1.3701,             0.00071457,             0.00071457,             0.00071457
                    103,                0.70862,                 0.5221,                 1.1047,                 0.8543,                0.77466,                0.86281,                0.67965,                0.90378,                 0.8823,                 1.3089,              0.0007075,              0.0007075,              0.0007075
                    104,                0.70021,                0.51746,                 1.0925,                0.86925,                0.80713,                0.85816,                 0.6968,                0.90551,                0.86403,                 1.3365,             0.00070042,             0.00070042,             0.00070042
                    105,                0.72925,                0.54055,                 1.0986,                0.86904,                 0.8125,                0.84897,                0.66717,                0.97139,                0.89009,                  1.365,             0.00069335,             0.00069335,             0.00069335
                    106,                0.70361,                 0.5312,                 1.1006,                0.89894,                0.82605,                0.86346,                0.67732,                0.89304,                0.86967,                 1.3093,             0.00068628,             0.00068628,             0.00068628
                    107,                0.70165,                0.56498,                 1.0889,                0.86828,                0.76655,                 0.8375,                0.66641,                0.93298,                0.86752,                 1.3016,              0.0006792,              0.0006792,              0.0006792
                    108,                0.67926,                0.52902,                 1.0853,                0.81504,                 0.8128,                0.84117,                0.66775,                0.88623,                0.83003,                 1.2905,             0.00067213,             0.00067213,             0.00067213
                    109,                0.70031,                0.54359,                 1.0858,                0.89044,                0.79922,                0.85923,                0.69138,                0.84323,                0.75343,                 1.2561,             0.00066506,             0.00066506,             0.00066506
                    110,                0.68344,                0.53732,                 1.0901,                0.86807,                0.76546,                0.84749,                 0.6726,                0.88793,                 0.8713,                 1.2725,             0.00065798,             0.00065798,             0.00065798
                    111,                0.64641,                0.48345,                  1.046,                0.87383,                0.78155,                0.85526,                0.68161,                 0.8945,                0.82502,                 1.2969,             0.00065091,             0.00065091,             0.00065091
                    112,                0.67461,                0.52005,                 1.0879,                0.82697,                0.78858,                0.82886,                0.66349,                0.90523,                 0.9026,                  1.302,             0.00064384,             0.00064384,             0.00064384
                    113,                0.67177,                  0.507,                  1.074,                0.90192,                0.77037,                0.84414,                0.67888,                0.87732,                 0.8781,                 1.2657,             0.00063676,             0.00063676,             0.00063676
                    114,                0.64459,                 0.4967,                 1.0587,                0.89007,                0.77746,                0.83208,                0.67375,                0.91517,                0.87128,                 1.3022,             0.00062969,             0.00062969,             0.00062969
                    115,                0.62301,                0.47551,                 1.0645,                0.87824,                0.77109,                0.84648,                0.66561,                0.92135,                0.90566,                 1.3304,             0.00062262,             0.00062262,             0.00062262
                    116,                0.64893,                0.50561,                  1.057,                0.89893,                0.79576,                 0.8638,                0.68298,                0.88591,                0.86421,                 1.3246,             0.00061554,             0.00061554,             0.00061554
                    117,                0.68022,                0.51072,                 1.0732,                0.91147,                0.78028,                0.86498,                0.70018,                  0.845,                0.83323,                 1.2718,             0.00060847,             0.00060847,             0.00060847
                    118,                0.62286,                 0.4853,                 1.0389,                0.82866,                0.80254,                0.83709,                0.66865,                0.86622,                0.90112,                 1.2692,             0.00060139,             0.00060139,             0.00060139
                    119,                0.63915,                0.50866,                 1.0562,                0.92401,                0.72236,                0.84312,                0.67721,                0.91826,                0.82337,                 1.3343,             0.00059432,             0.00059432,             0.00059432
                    120,                0.67887,                 0.5042,                 1.0713,                0.87772,                0.80982,                0.85662,                0.67726,                0.92507,                0.81428,                 1.3295,             0.00058725,             0.00058725,             0.00058725
                    121,                 0.6435,                 0.5033,                 1.0632,                0.87692,                0.78746,                0.85035,                0.67718,                0.88535,                 0.8553,                 1.3125,             0.00058017,             0.00058017,             0.00058017
                    122,                0.64444,                0.51558,                 1.0843,                0.86232,                0.79149,                0.84004,                 0.6829,                0.88352,                0.79829,                 1.3091,              0.0005731,              0.0005731,              0.0005731
                    123,                0.65637,                 0.4898,                 1.0654,                0.88183,                0.79416,                0.83558,                0.68288,                0.91005,                0.84114,                  1.326,             0.00056603,             0.00056603,             0.00056603
                    124,                0.63469,                0.49928,                 1.0695,                0.89584,                 0.7529,                0.84554,                0.67911,                0.86538,                0.82404,                 1.2625,             0.00055895,             0.00055895,             0.00055895
                    125,                0.64075,                0.48365,                 1.0628,                0.81349,                0.81219,                0.85121,                0.67706,                0.88765,                0.85443,                 1.3123,             0.00055188,             0.00055188,             0.00055188
                    126,                0.64519,                 0.5384,                 1.0961,                0.88386,                0.79294,                0.86073,                0.69247,                0.90403,                0.83415,                 1.3067,             0.00054481,             0.00054481,             0.00054481
                    127,                0.62153,                0.48013,                 1.0582,                0.88853,                0.76098,                0.84939,                0.67555,                0.92461,                0.82531,                 1.3032,             0.00053773,             0.00053773,             0.00053773
                    128,                0.62979,                0.47786,                 1.0576,                0.89958,                0.79521,                 0.8563,                0.67814,                0.90985,                0.83044,                 1.3028,             0.00053066,             0.00053066,             0.00053066
                    129,                0.59982,                0.46856,                 1.0635,                0.83754,                0.77526,                 0.8371,                0.67707,                 0.8865,                0.79199,                 1.3087,             0.00052359,             0.00052359,             0.00052359
                    130,                0.62253,                0.47663,                 1.0587,                0.85404,                0.76721,                0.83616,                0.68732,                0.84904,                0.85439,                  1.277,             0.00051651,             0.00051651,             0.00051651
                    131,                0.64172,                0.48414,                 1.0653,                0.90731,                0.78473,                0.85756,                 0.6964,                0.86957,                0.81707,                 1.2699,             0.00050944,             0.00050944,             0.00050944
                    132,                0.60996,                0.47574,                 1.0836,                0.86572,                0.79938,                0.85284,                0.69953,                0.85056,                0.82715,                  1.255,             0.00050236,             0.00050236,             0.00050236
                    133,                0.60382,                0.46341,                 1.0349,                0.85748,                 0.8046,                0.85414,                0.69398,                 0.8758,                0.82818,                   1.26,             0.00049529,             0.00049529,             0.00049529
                    134,                0.60948,                 0.4562,                 1.0287,                0.91921,                0.74009,                0.84599,                0.68139,                0.87089,                 0.8104,                 1.2857,             0.00048822,             0.00048822,             0.00048822
                    135,                0.61664,                0.46226,                 1.0525,                0.89804,                0.74638,                0.84184,                 0.6687,                0.91277,                0.80581,                 1.3038,             0.00048114,             0.00048114,             0.00048114
                    136,                0.61295,                0.46169,                  1.053,                0.85992,                0.75011,                0.84124,                0.66944,                0.87843,                0.81123,                 1.2826,             0.00047407,             0.00047407,             0.00047407
                    137,                0.60648,                0.47131,                 1.0545,                0.92786,                0.73746,                0.82631,                 0.6667,                0.83642,                0.89155,                 1.2447,               0.000467,               0.000467,               0.000467
                    138,                0.59803,                0.47061,                 1.0564,                0.88018,                0.75457,                0.82641,                0.67363,                0.89473,                0.84745,                  1.304,             0.00045992,             0.00045992,             0.00045992
                    139,                0.63972,                0.47945,                 1.0513,                0.82181,                0.79004,                0.82505,                0.66276,                0.93781,                0.91317,                  1.362,             0.00045285,             0.00045285,             0.00045285
                    140,                0.60272,                0.46294,                   1.04,                 0.8139,                0.77454,                0.81658,                0.63111,                0.92359,                 0.9244,                  1.334,             0.00044578,             0.00044578,             0.00044578
                    141,                0.58929,                0.43747,                 1.0414,                0.90167,                0.74269,                0.82031,                0.65219,                0.86753,                0.85857,                 1.2889,              0.0004387,              0.0004387,              0.0004387
                    142,                0.57779,                0.44965,                 1.0522,                0.87627,                0.75829,                0.84213,                0.67845,                0.90506,                0.81366,                 1.2922,             0.00043163,             0.00043163,             0.00043163
                    143,                0.58843,                0.45276,                 1.0397,                0.88088,                0.79347,                0.86551,                0.68655,                0.90946,                0.81882,                 1.2918,             0.00042456,             0.00042456,             0.00042456
                    144,                0.58558,                0.44756,                 1.0399,                0.84329,                0.79772,                  0.858,                0.69212,                0.86983,                0.81664,                 1.2519,             0.00041748,             0.00041748,             0.00041748
                    145,                 0.5997,                0.43266,                 1.0435,                 0.8332,                 0.8012,                0.86025,                0.70455,                0.84925,                0.80038,                 1.2369,             0.00041041,             0.00041041,             0.00041041
                    146,                0.59034,                0.43883,                 1.0399,                0.88199,                0.78016,                0.85949,                0.70152,                0.82644,                0.82416,                 1.2362,             0.00040334,             0.00040334,             0.00040334
                    147,                0.59605,                0.45021,                 1.0418,                0.91151,                0.75706,                0.85536,                0.68622,                0.88884,                0.77293,                 1.2953,             0.00039626,             0.00039626,             0.00039626
                    148,                0.55955,                0.41994,                  1.027,                0.89772,                0.76045,                0.84717,                0.67798,                0.90337,                0.77811,                 1.3017,             0.00038919,             0.00038919,             0.00038919
                    149,                0.55731,                0.42592,                 1.0159,                0.90341,                0.77756,                0.85251,                0.70371,                0.83539,                0.72479,                 1.2608,             0.00038211,             0.00038211,             0.00038211
                    150,                0.55787,                0.42666,                 1.0098,                0.90294,                0.80503,                0.85844,                0.71466,                0.84394,                0.71898,                 1.2655,             0.00037504,             0.00037504,             0.00037504
                    151,                0.60191,                0.44326,                 1.0492,                0.81396,                0.83048,                0.84773,                0.70811,                 0.8243,                 0.7465,                 1.2484,             0.00036797,             0.00036797,             0.00036797
                    152,                0.58527,                0.43498,                  1.032,                0.88876,                0.80984,                0.86399,                0.71577,                0.84717,                0.76426,                 1.2677,             0.00036089,             0.00036089,             0.00036089
                    153,                0.55833,                0.41785,                 1.0198,                 0.9077,                0.79109,                 0.8667,                0.70179,                0.88035,                0.77792,                 1.2769,             0.00035382,             0.00035382,             0.00035382
                    154,                0.54186,                0.42399,                 1.0021,                0.92294,                0.76768,                0.86568,                0.70004,                0.83897,                 0.7812,                 1.2606,             0.00034675,             0.00034675,             0.00034675
