                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                0.92424,                0.96443,                 1.2346,                0.77673,                0.71118,                0.75176,                0.52003,                 1.1584,                 1.5768,                 1.5654,              0.0012309,              0.0012309,              0.0012309
                     23,                0.90226,                 0.9934,                 1.2289,                0.72013,                0.67427,                0.72449,                0.53767,                 1.0999,                 1.4906,                 1.5515,              0.0012215,              0.0012215,              0.0012215
                     24,                0.81774,                0.90943,                 1.1832,                 0.7778,                0.70709,                0.73098,                0.55253,                 1.0489,                 1.3272,                 1.4748,              0.0012121,              0.0012121,              0.0012121
                     25,                0.88252,                0.97848,                  1.261,                0.77436,                0.60287,                0.68324,                0.52903,                 1.0953,                 1.7535,                 1.5671,              0.0012026,              0.0012026,              0.0012026
                     26,                 0.8865,                0.91104,                 1.2274,                0.90214,                0.63954,                0.74879,                0.56377,                 1.1162,                 1.2885,                 1.6081,              0.0011932,              0.0011932,              0.0011932
                     27,                0.90174,                0.90911,                 1.2292,                0.76268,                 0.6642,                0.73606,                0.55215,                 1.0885,                  1.352,                 1.5769,              0.0011838,              0.0011838,              0.0011838
                     28,                0.83559,                0.84864,                 1.2015,                0.80951,                 0.7238,                0.74178,                0.54158,                 1.1032,                 1.3943,                 1.5142,              0.0011744,              0.0011744,              0.0011744
                     29,                0.85814,                0.88973,                 1.2029,                0.72708,                0.76497,                0.78445,                0.58046,                  1.119,                 1.3334,                 1.5089,              0.0011649,              0.0011649,              0.0011649
                     30,                0.87374,                0.87906,                 1.2006,                0.73188,                0.73547,                0.75587,                0.54969,                 1.1224,                 1.3828,                 1.5583,              0.0011555,              0.0011555,              0.0011555
                     31,                0.83654,                0.80752,                 1.1995,                0.71666,                0.71289,                0.77853,                 0.5732,                 1.0192,                 1.3347,                 1.4318,              0.0011461,              0.0011461,              0.0011461
                     32,                0.87232,                0.85529,                 1.2259,                0.76817,                0.76487,                0.78489,                0.59144,                 1.0291,                 1.2438,                 1.4577,              0.0011366,              0.0011366,              0.0011366
                     33,                 0.8386,                0.84287,                 1.2045,                0.85938,                0.69655,                 0.7815,                0.59386,                 1.0454,                 1.3792,                 1.4172,              0.0011272,              0.0011272,              0.0011272
                     34,                0.81131,                0.77357,                 1.1784,                0.82201,                0.73394,                0.76349,                0.58621,                 1.0366,                 1.2517,                  1.444,              0.0011178,              0.0011178,              0.0011178
                     35,                0.80591,                0.76244,                 1.2128,                0.87587,                0.58593,                0.69611,                 0.5136,                 1.2261,                 1.7274,                 1.6632,              0.0011083,              0.0011083,              0.0011083
                     36,                0.80444,                0.76934,                  1.179,                0.90508,                0.63472,                0.71488,                0.54328,                 1.1563,                 1.4739,                 1.5824,              0.0010989,              0.0010989,              0.0010989
                     37,                0.85001,                 0.8187,                 1.2059,                0.83464,                0.71938,                0.79527,                0.60052,                 1.0876,                 1.1935,                 1.5388,              0.0010895,              0.0010895,              0.0010895
                     38,                0.79941,                0.75858,                 1.1875,                0.80994,                 0.6763,                0.74414,                0.57228,                 1.0184,                 1.4147,                 1.4965,                0.00108,                0.00108,                0.00108
                     39,                 0.8126,                0.77829,                 1.1742,                0.78123,                0.71093,                0.76716,                0.58873,                 1.0314,                 1.1938,                 1.4064,              0.0010706,              0.0010706,              0.0010706
                     40,                0.80947,                0.79154,                 1.1803,                0.83212,                0.66725,                0.74393,                0.56802,                 1.0723,                 1.3481,                 1.5405,              0.0010612,              0.0010612,              0.0010612
                     41,                 0.8248,                0.81066,                 1.1736,                0.79855,                0.59341,                0.70364,                0.53812,                 1.0684,                 1.4365,                 1.4689,              0.0010517,              0.0010517,              0.0010517
                     42,                0.76477,                 0.7603,                 1.1651,                0.75996,                0.69023,                0.72004,                0.58265,                  1.041,                 1.1985,                 1.4897,              0.0010423,              0.0010423,              0.0010423
                     43,                0.76389,                0.74025,                 1.1746,                 0.8687,                0.69049,                0.77037,                0.60467,                 1.0071,                 1.2773,                 1.5058,              0.0010329,              0.0010329,              0.0010329
                     44,                0.83063,                0.74293,                 1.1924,                0.78897,                 0.7372,                0.78213,                0.59854,                  1.017,                 1.2187,                 1.4259,              0.0010234,              0.0010234,              0.0010234
                     45,                0.77857,                0.70716,                 1.1632,                0.87336,                0.65625,                0.75772,                0.58054,                 1.0218,                 1.2481,                 1.4679,               0.001014,               0.001014,               0.001014
                     46,                0.74228,                0.66678,                 1.1184,                 0.8871,                0.67276,                0.72771,                0.57701,                 1.0406,                 1.3074,                 1.4845,              0.0010046,              0.0010046,              0.0010046
                     47,                0.79552,                0.70256,                 1.1487,                0.84157,                0.70457,                0.77861,                0.60925,                 1.0014,                 1.1183,                  1.437,             0.00099516,             0.00099516,             0.00099516
                     48,                0.76874,                 0.6641,                 1.1403,                0.83209,                0.71626,                0.75813,                0.59026,                 1.0513,                 1.3086,                 1.5199,             0.00098572,             0.00098572,             0.00098572
                     49,                0.73869,                0.67676,                 1.1368,                0.76358,                0.72517,                0.74172,                0.58753,                0.99348,                 1.2155,                  1.482,             0.00097629,             0.00097629,             0.00097629
                     50,                0.72228,                0.63282,                 1.1133,                0.77244,                0.67438,                0.74438,                0.57874,                 1.0033,                 1.3192,                 1.4741,             0.00096686,             0.00096686,             0.00096686
                     51,                0.73643,                0.64558,                 1.1342,                0.79981,                0.68853,                0.76123,                0.57405,                 1.0352,                  1.301,                 1.4907,             0.00095743,             0.00095743,             0.00095743
                     52,                0.76342,                0.67928,                 1.1634,                0.76087,                 0.6971,                0.76254,                0.59015,                 1.0407,                 1.1358,                 1.4829,               0.000948,               0.000948,               0.000948
                     53,                0.72808,                0.65853,                 1.1199,                0.86089,                 0.7672,                0.82628,                0.65167,                0.94461,                 1.0122,                 1.4065,             0.00093857,             0.00093857,             0.00093857
                     54,                0.70107,                0.61473,                 1.1293,                0.85218,                0.76186,                0.81835,                0.63161,                0.95331,                 1.0737,                 1.3867,             0.00092914,             0.00092914,             0.00092914
                     55,                0.69987,                0.64126,                 1.1026,                0.90592,                0.77355,                0.80569,                0.64506,                 0.9148,                 1.0606,                 1.3244,              0.0009197,              0.0009197,              0.0009197
                     56,                0.75559,                0.65952,                  1.125,                0.86725,                0.73601,                0.76649,                0.61267,                0.98585,                  1.182,                 1.3841,             0.00091027,             0.00091027,             0.00091027
                     57,                0.71722,                0.64658,                 1.1292,                0.84519,                0.74557,                 0.7731,                0.61573,                0.98776,                 1.1838,                 1.4033,             0.00090084,             0.00090084,             0.00090084
                     58,                0.73376,                0.62703,                 1.1062,                0.87297,                0.68302,                0.78314,                0.61399,                0.95672,                 1.0632,                 1.4491,             0.00089141,             0.00089141,             0.00089141
                     59,                0.72426,                0.61642,                 1.1172,                0.85827,                0.71893,                0.80913,                0.63916,                0.86535,                0.94992,                 1.3294,             0.00088198,             0.00088198,             0.00088198
                     60,                0.70552,                0.64554,                 1.1145,                0.85462,                0.73112,                0.80846,                0.63214,                0.96004,                   1.02,                 1.4452,             0.00087255,             0.00087255,             0.00087255
                     61,                0.71272,                 0.6407,                 1.1268,                0.89359,                0.72265,                0.80895,                0.63616,                0.94646,                 1.0415,                 1.4174,             0.00086312,             0.00086312,             0.00086312
                     62,                0.70295,                0.62062,                 1.1202,                0.84362,                0.74395,                0.80968,                0.61232,                 1.0341,                  1.039,                 1.5238,             0.00085368,             0.00085368,             0.00085368
                     63,                0.68304,                0.60834,                 1.1001,                0.82832,                0.72904,                0.78089,                0.61122,                0.96152,                 1.0826,                 1.4632,             0.00084425,             0.00084425,             0.00084425
                     64,                 0.6469,                 0.5641,                 1.0908,                0.76014,                0.75531,                0.77287,                  0.597,                  1.005,                 1.1266,                 1.4693,             0.00083482,             0.00083482,             0.00083482
                     65,                0.66133,                0.58204,                 1.0894,                0.74254,                0.79163,                 0.7853,                0.63623,                0.94995,                 1.0111,                  1.412,             0.00082539,             0.00082539,             0.00082539
                     66,                 0.6747,                0.60071,                 1.0898,                0.83648,                0.73188,                  0.792,                0.63277,                0.95152,                 1.0769,                 1.3921,             0.00081596,             0.00081596,             0.00081596
                     67,                0.67339,                0.57189,                 1.0947,                0.80242,                0.75707,                0.78365,                 0.6148,                0.93255,                 1.1509,                 1.4118,             0.00080653,             0.00080653,             0.00080653
                     68,                0.68461,                0.55453,                  1.092,                0.83134,                0.69598,                0.75526,                0.61237,                0.97565,                 1.2217,                  1.466,              0.0007971,              0.0007971,              0.0007971
                     69,                0.69228,                0.60201,                 1.1031,                0.87583,                0.73413,                0.78953,                 0.6343,                0.95338,                 1.1501,                 1.4386,             0.00078766,             0.00078766,             0.00078766
                     70,                0.68639,                0.59272,                 1.0995,                0.85362,                0.78072,                0.79716,                0.60898,                0.96749,                 1.1508,                 1.4818,             0.00077823,             0.00077823,             0.00077823
                     71,                 0.6808,                0.58882,                 1.1051,                 0.8135,                0.71242,                0.78483,                0.57847,                  1.057,                 1.2396,                 1.5531,              0.0007688,              0.0007688,              0.0007688
                     72,                0.64018,                0.55002,                 1.0711,                0.78863,                0.67413,                0.76977,                0.60252,                 1.0518,                 1.2331,                 1.5352,             0.00075937,             0.00075937,             0.00075937
                     73,                0.63316,                0.54426,                 1.0691,                0.83193,                0.76089,                0.81086,                0.65324,                0.90499,                0.91563,                 1.3794,             0.00074994,             0.00074994,             0.00074994
                     74,                0.67318,                0.57699,                 1.0798,                 0.7765,                0.71986,                0.77462,                0.62601,                0.90201,                0.97817,                 1.3754,             0.00074051,             0.00074051,             0.00074051
                     75,                0.66847,                0.54709,                 1.0933,                0.73653,                0.71336,                 0.7574,                0.60827,                0.93333,                 1.1322,                 1.4135,             0.00073108,             0.00073108,             0.00073108
                     76,                0.65001,                0.53763,                   1.06,                0.85984,                0.70645,                0.77246,                0.60747,                 0.9678,                 1.1239,                 1.4458,             0.00072164,             0.00072164,             0.00072164
                     77,                0.65571,                0.54419,                 1.0647,                0.83664,                0.69354,                0.76718,                0.60903,                 0.9676,                 1.0972,                 1.4484,             0.00071221,             0.00071221,             0.00071221
                     78,                0.65902,                0.55113,                 1.0605,                0.84931,                0.65813,                0.72994,                 0.5906,                 0.9928,                 1.3124,                 1.4631,             0.00070278,             0.00070278,             0.00070278
                     79,                0.66979,                0.53984,                 1.0742,                0.88706,                0.65343,                0.76134,                 0.6046,                0.97932,                 1.1119,                 1.4733,             0.00069335,             0.00069335,             0.00069335
                     80,                0.64607,                0.54099,                 1.0758,                0.78307,                0.73446,                0.79218,                 0.6438,                0.88269,                 1.0925,                 1.3791,             0.00068392,             0.00068392,             0.00068392
                     81,                0.63858,                0.53998,                 1.0681,                0.81088,                0.70724,                0.79563,                 0.6453,                0.91348,                 1.0589,                 1.3471,             0.00067449,             0.00067449,             0.00067449
                     82,                0.62537,                0.52451,                 1.0633,                0.84517,                0.73686,                0.81846,                0.65379,                0.92041,                0.90913,                  1.368,             0.00066506,             0.00066506,             0.00066506
                     83,                 0.6038,                0.51538,                 1.0656,                0.75961,                0.78306,                0.80099,                0.63828,                0.96287,                 1.0018,                 1.4516,             0.00065563,             0.00065563,             0.00065563
                     84,                0.63859,                0.52463,                 1.0591,                0.80338,                0.82075,                0.82713,                0.65458,                0.95573,                0.90117,                 1.4034,             0.00064619,             0.00064619,             0.00064619
                     85,                0.61733,                0.53385,                  1.064,                0.86121,                0.75391,                0.82116,                0.65661,                0.97445,                0.92412,                 1.3905,             0.00063676,             0.00063676,             0.00063676
                     86,                0.65171,                0.51765,                 1.0608,                0.86355,                0.76822,                   0.82,                0.64589,                0.94819,                0.92431,                 1.4098,             0.00062733,             0.00062733,             0.00062733
                     87,                0.60894,                 0.4964,                 1.0491,                0.82325,                 0.7961,                0.79501,                0.63529,                0.98055,                0.93742,                 1.4841,              0.0006179,              0.0006179,              0.0006179
                     88,                0.65042,                0.52363,                 1.0778,                0.79884,                0.78667,                0.80634,                0.65694,                0.92027,                0.93732,                  1.389,             0.00060847,             0.00060847,             0.00060847
                     89,                 0.6282,                0.51813,                   1.06,                0.87951,                0.72468,                0.79107,                0.62291,                0.94523,                 1.0539,                 1.4405,             0.00059904,             0.00059904,             0.00059904
                     90,                0.59633,                0.49139,                 1.0477,                0.79295,                0.77158,                0.78996,                0.64027,                0.88564,                 1.0464,                  1.364,             0.00058961,             0.00058961,             0.00058961
                     91,                0.61388,                0.48559,                 1.0619,                0.87418,                0.75229,                0.80708,                0.64704,                0.87092,                 0.9749,                 1.3247,             0.00058017,             0.00058017,             0.00058017
                     92,                0.58222,                0.48146,                 1.0486,                0.82705,                0.74268,                 0.7787,                0.63698,                0.87111,                0.94153,                 1.3325,             0.00057074,             0.00057074,             0.00057074
                     93,                0.56971,                0.46048,                 1.0297,                0.86454,                0.71463,                0.75955,                0.62382,                0.91555,                 1.0777,                 1.3687,             0.00056131,             0.00056131,             0.00056131
                     94,                0.61206,                0.49474,                 1.0636,                0.80525,                0.74532,                0.77745,                0.62388,                0.92775,                  1.068,                  1.354,             0.00055188,             0.00055188,             0.00055188
                     95,                0.61384,                 0.5004,                 1.0401,                0.82628,                0.70444,                0.78804,                 0.6313,                0.92572,                0.98559,                 1.3461,             0.00054245,             0.00054245,             0.00054245
                     96,                0.59297,                0.46654,                 1.0251,                 0.8395,                 0.7216,                0.79913,                0.64195,                0.88431,                0.93101,                 1.3142,             0.00053302,             0.00053302,             0.00053302
                     97,                0.59172,                0.48655,                 1.0516,                0.87188,                0.74236,                0.80456,                0.63611,                0.92261,                 1.0784,                  1.367,             0.00052359,             0.00052359,             0.00052359
                     98,                0.58324,                0.48228,                 1.0384,                0.81672,                0.74798,                 0.7795,                0.64322,                0.85534,                  1.115,                 1.2932,             0.00051415,             0.00051415,             0.00051415
                     99,                0.55435,                0.46801,                 1.0338,                0.87127,                0.71428,                0.77163,                0.63267,                0.86727,                 1.1896,                 1.3643,             0.00050472,             0.00050472,             0.00050472
                    100,                 0.5808,                0.45337,                 1.0411,                0.87612,                0.74539,                 0.8017,                0.67127,                0.87171,                0.92459,                 1.3686,             0.00049529,             0.00049529,             0.00049529
                    101,                0.57644,                0.48676,                 1.0493,                 0.9148,                0.73857,                0.81997,                0.67843,                0.87758,                0.87353,                 1.3483,             0.00048586,             0.00048586,             0.00048586
                    102,                0.56606,                0.45813,                 1.0526,                0.89122,                0.74091,                0.81819,                0.67824,                0.88974,                0.90662,                 1.3595,             0.00047643,             0.00047643,             0.00047643
                    103,                0.56154,                0.47042,                 1.0375,                0.83683,                0.76158,                 0.8098,                0.65916,                0.89326,                 0.9403,                 1.3343,               0.000467,               0.000467,               0.000467
                    104,                0.56894,                0.46579,                 1.0352,                0.83917,                0.76428,                0.81099,                0.66913,                 0.8875,                0.93045,                 1.3351,             0.00045757,             0.00045757,             0.00045757
                    105,                0.56037,                0.46544,                 1.0274,                0.87634,                0.74419,                0.81287,                 0.6703,                0.86837,                0.86613,                 1.3047,             0.00044813,             0.00044813,             0.00044813
                    106,                0.54023,                0.44457,                 1.0306,                0.87163,                0.74373,                0.80586,                0.66543,                0.87433,                0.93568,                 1.3212,              0.0004387,              0.0004387,              0.0004387
                    107,                0.54631,                0.43418,                 1.0144,                0.85172,                0.73087,                0.77634,                0.64962,                0.86255,                0.97464,                 1.3202,             0.00042927,             0.00042927,             0.00042927
                    108,                0.57743,                0.45017,                 1.0383,                0.87103,                0.71746,                0.79218,                0.65413,                0.88139,                0.93698,                 1.3426,             0.00041984,             0.00041984,             0.00041984
                    109,                0.58767,                 0.4563,                 1.0331,                0.89189,                 0.7392,                0.80208,                 0.6522,                0.89874,                0.91831,                 1.3508,             0.00041041,             0.00041041,             0.00041041
                    110,                 0.5922,                0.47744,                 1.0472,                0.88485,                0.73145,                0.79879,                 0.6442,                0.93178,                0.95961,                 1.3647,             0.00040098,             0.00040098,             0.00040098
                    111,                0.56779,                0.44347,                 1.0191,                0.87144,                0.72364,                0.79967,                0.65435,                0.90264,                 0.9726,                 1.3435,             0.00039155,             0.00039155,             0.00039155
                    112,                0.54701,                0.43226,                 1.0377,                 0.8264,                0.71597,                0.79933,                0.66442,                0.86402,                0.95048,                 1.2899,             0.00038211,             0.00038211,             0.00038211
                    113,                0.55923,                0.45823,                 1.0305,                0.74162,                0.77335,                0.78978,                0.66705,                0.85472,                0.92714,                 1.2861,             0.00037268,             0.00037268,             0.00037268
                    114,                0.54362,                0.44791,                 1.0144,                0.86394,                0.68678,                0.76601,                0.63564,                0.86104,                 1.0864,                 1.3024,             0.00036325,             0.00036325,             0.00036325
                    115,                0.55887,                0.43239,                 1.0375,                0.80772,                0.70789,                0.74917,                0.62664,                0.87209,                 1.2007,                 1.3202,             0.00035382,             0.00035382,             0.00035382
                    116,                0.53112,                0.41866,                 1.0046,                0.83424,                0.69054,                0.74828,                0.62774,                0.88993,                 1.2492,                 1.3379,             0.00034439,             0.00034439,             0.00034439
                    117,                0.53921,                0.42702,                 1.0087,                0.84179,                0.69411,                0.76613,                0.63794,                0.90465,                 1.1462,                 1.3385,             0.00033496,             0.00033496,             0.00033496
                    118,                0.54653,                0.43984,                 1.0296,                0.81567,                0.70645,                0.76321,                0.63194,                0.92261,                 1.1303,                 1.3762,             0.00032553,             0.00032553,             0.00032553
                    119,                0.52834,                 0.4377,                 1.0064,                0.83821,                0.71988,                0.79022,                 0.6543,                0.87468,                  1.048,                  1.326,             0.00031609,             0.00031609,             0.00031609
                    120,                0.54842,                0.42633,                 1.0279,                0.80983,                0.75253,                0.80039,                 0.6599,                0.89516,                0.99097,                 1.3465,             0.00030666,             0.00030666,             0.00030666
                    121,                0.50924,                0.40497,                 1.0131,                0.79799,                0.76389,                0.79825,                 0.6551,                0.89791,                 0.9913,                  1.344,             0.00029723,             0.00029723,             0.00029723
                    122,                0.55031,                0.43117,                 1.0177,                0.81487,                0.79472,                0.80969,                0.66127,                 0.8856,                0.95804,                  1.336,              0.0002878,              0.0002878,              0.0002878
                    123,                0.51799,                0.41734,                 1.0116,                0.80154,                0.77715,                0.81094,                0.66467,                 0.8572,                0.94595,                  1.325,             0.00027837,             0.00027837,             0.00027837
                    124,                0.49128,                0.38889,                 1.0029,                0.82772,                0.72164,                0.78708,                 0.6499,                0.84746,                 1.0743,                 1.3123,             0.00026894,             0.00026894,             0.00026894
                    125,                0.53016,                0.40743,                0.99594,                  0.816,                 0.7065,                0.78074,                0.65608,                0.83862,                 1.1049,                 1.3041,             0.00025951,             0.00025951,             0.00025951
                    126,                 0.5003,                0.39853,                0.99908,                0.84823,                0.68286,                0.78488,                0.65521,                0.83852,                 1.0603,                 1.2908,             0.00025007,             0.00025007,             0.00025007
                    127,                0.49095,                0.40255,                0.99683,                0.83302,                0.70133,                0.78817,                0.65391,                0.85321,                 1.0563,                 1.2896,             0.00024064,             0.00024064,             0.00024064
                    128,                0.49039,                0.39946,                 1.0031,                 0.8357,                0.71425,                0.78232,                0.65311,                0.86584,                  1.075,                 1.3066,             0.00023121,             0.00023121,             0.00023121
                    129,                0.50141,                0.40326,                0.99371,                0.83099,                0.74952,                0.79427,                0.65279,                0.89443,                 1.0586,                 1.3546,             0.00022178,             0.00022178,             0.00022178
                    130,                0.49247,                0.38863,                0.99383,                0.84012,                0.72425,                0.78496,                0.65133,                0.88062,                 1.0841,                 1.3676,             0.00021235,             0.00021235,             0.00021235
                    131,                0.49211,                0.40016,                0.98641,                0.83553,                 0.7323,                0.78753,                0.65491,                 0.8778,                 1.0749,                 1.3471,             0.00020292,             0.00020292,             0.00020292
                    132,                0.48992,                0.39702,                 1.0165,                0.81673,                0.73152,                0.78807,                0.65507,                0.87254,                 1.0307,                 1.3347,             0.00019349,             0.00019349,             0.00019349
                    133,                0.48282,                0.38833,                 0.9883,                0.80956,                0.76095,                 0.7898,                0.65695,                0.88288,                 1.0122,                 1.3394,             0.00018406,             0.00018406,             0.00018406
                    134,                0.49656,                0.39818,                0.99739,                0.85606,                0.72986,                0.80471,                0.66388,                0.86446,                0.91911,                 1.3202,             0.00017462,             0.00017462,             0.00017462
                    135,                0.49592,                0.39057,                0.98132,                0.84935,                0.73622,                0.81059,                0.67449,                0.86597,                0.90154,                 1.3146,             0.00016519,             0.00016519,             0.00016519
                    136,                0.46998,                0.37946,                0.96639,                0.84611,                0.73884,                 0.8091,                 0.6724,                 0.8753,                0.95034,                  1.331,             0.00015576,             0.00015576,             0.00015576
                    137,                0.50887,                0.38866,                 1.0199,                0.85205,                0.73794,                0.80884,                0.67494,                0.86929,                0.97349,                 1.3223,             0.00014633,             0.00014633,             0.00014633
                    138,                0.47911,                0.37386,                0.97989,                0.83282,                0.75411,                0.81311,                0.67208,                0.85461,                0.96622,                 1.3126,              0.0001369,              0.0001369,              0.0001369
                    139,                0.48819,                0.39841,                0.98965,                0.83147,                0.75064,                0.81059,                0.67454,                0.85449,                0.97575,                  1.315,             0.00012747,             0.00012747,             0.00012747
                    140,                0.45276,                0.35843,                0.99168,                0.85702,                0.73784,                0.81409,                 0.6791,                0.84031,                0.96521,                 1.2984,             0.00011804,             0.00011804,             0.00011804
                    141,                0.47155,                0.38641,                0.97976,                0.86145,                0.73537,                 0.8119,                0.68413,                0.85863,                0.98913,                 1.3209,              0.0001086,              0.0001086,              0.0001086
                    142,                0.48216,                0.38647,                0.98689,                0.89179,                0.71077,                0.80496,                0.68205,                0.86733,                 1.0068,                 1.3394,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    143,                0.46041,                0.35516,                0.99073,                 0.8973,                0.70874,                0.79484,                0.67004,                0.87883,                 1.0545,                 1.3544,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    144,                0.45772,                 0.3696,                0.98256,                0.84467,                0.71494,                0.78437,                0.66526,                0.87871,                 1.0794,                 1.3529,              8.031e-05,              8.031e-05,              8.031e-05
                    145,                0.45754,                0.36392,                 0.9811,                0.83236,                0.74236,                 0.7915,                0.66372,                0.87994,                 1.0583,                 1.3507,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    146,                0.48377,                0.38609,                0.99036,                0.81275,                0.74236,                0.78834,                0.66404,                0.87427,                 1.0514,                 1.3401,             6.1447e-05,             6.1447e-05,             6.1447e-05
                    147,                0.47149,                0.36259,                 0.9684,                0.84395,                0.71526,                0.79183,                0.66928,                0.86014,                 1.0253,                 1.3309,             5.2016e-05,             5.2016e-05,             5.2016e-05
                    148,                0.47382,                0.38002,                 1.0045,                0.85828,                0.71436,                0.79522,                0.66912,                0.86101,                 1.0191,                 1.3291,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    149,                0.44926,                0.34993,                0.96446,                0.87579,                0.71013,                0.80467,                0.66682,                0.86463,                 1.0094,                 1.3231,             3.3153e-05,             3.3153e-05,             3.3153e-05
